last_name,first_name,father_name,little_name,nan,none,no
Στεφανόπουλος,Θεόδωρος-Στέφανος,Βασιλείου,,,,
Παπαδόπουλος,Βασίλειος,Δημητρίου,,,,
Δαριβιανάκης,Αλέξανδρος,Διογένη,,,,
Εξαδάκτυλος,Ανδρέας,Αθανασίου,,,,
Αβέρωφ,Ιωάννης,Μιχαήλ,,,,
Λώρας,Ανέστης,Λεωνίδα,,,,
Καπαχτσής,Γεώργιος,Χρήστου,,,,
Ράλλης,Γεώργιος,Ιωάννη,,,,
Μεσσάρης,Γεράσιμος,Ευαγγέλου,,,,
Κετογλίδης,Γεώργιος,Παύλου,,,,
Κυρατσούς,Μερκούριος,Γεωργίου,,,,
Παλαιοκρασσάς,Ιωάννης,Δημητρίου,,,,
Χατζηνάκης,Εμμανουήλ,Γεωργίου,,,,
Λάζαρης,Απόστολος,Ανδρέα,,,,
Καλλές,Νικόλαος,Κωνσταντίνου,,,,
Στάμος,Ιωάννης,Αργυρίου,,,,
Μπουλούκος,Αριστόδημος,Γεωργίου,,,,
Μολλά,Ισμαήλ,Χουσείν,,,,
Κλείτος,Νικόλαος,Ιωάννη,,,,
Παναγιωτίδης,Ιωάννης,Νικολάου,,,,
Βελλίκης,Φιντίας,Στεργίου,,,,
Παπαχρήστος,Αθανάσιος,Νικολάου,,,,
Παπανικολάου,Δημήτριος,Φωτίου,,,,
Κρίκος,Αθανάσιος,Ιωάννη,,,,
Μπιρδιμήρης,Γεώργιος,Αναστασίου,,,,
Ασημακόπουλος,Γεώργιος,Σπύρου,,,,
Αβέρωφ,-,Τοσίτσας,Ευάγγελος,Αναστασίου,,
Λαυρεντίδης,Ισαάκ,Νικολάου,,,,
Λιναρδάτος,Νικόλαος-Λέανδρος,Γεωργίου,,,,
Στεφανόπουλος,Κωνσταντίνος,Δημητρίου,,,,
Συνοδινού,Άννα,Ιωάννη,,,,
Ξαρχάκος,Σταύρος,Λεωνίδα,,,,
Αναγνωστόπουλος,Νικόλαος,Δημητρίου,,,,
Σαραντίτης,Βασίλειος,Ιωάννη,,,,
Φωτόπουλος,Χρήστος,Φωτίου,,,,
Σεχιώτης,Αναστάσιος,Βασιλείου,,,,
Σολωμός,Γρηγόριος,Χρήστου,,,,
Δελούκας,Εμμανουήλ,Σωτηρίου,,,,
Κεφαλίδης,Δημήτριος,Ιωάννη,,,,
Στεφανίδης,Μιχαήλ,Σοφοκλή,,,,
Παπανδρέου,Νικόλαος,Ευσταθίου,,,,
Οικονόμου,Ξενοφών,Αλεξάνδρου,,,,
Πυλαρινός,Διονύσιος,Χαραλάμπους,,,,
Ματράγκας,Ηρακλής,Διονυσίου,,,,
Νέστωρ,Στυλιανός,Ιγνατίου,,,,
Ριζόγιαννης,Νικόλαος,Όθωνα,,,,
Βάλβης/Κατσίπης,Πέτρος,Γεωργίου,,,,
Ευστρατιάδης,Αγαμέμνων,Μιλτιάδη,,,,
Καββαδάς,Παναγιώτης,Χαριλάου,,,,
Μπιτσάνης,Ηλίας,Ευαγγέλου,,,,
Φουντουκίδου-Θεοδωρίδου,Παρθένα,Ευσταθίου,,,,
Μώραλης,Πέτρος,Ιωάννη,,,,
Σπαθής,Θεόδωρος,Δημητρίου,,,,
Αργυρόπουλος,Νικόλαος,Ιωάννη,,,,
Κάππος,Κωνσταντίνος,Βασιλείου,,,,
Κοταμανίδου,Ευαγγελία,(Εύα),Κωνσταντίνου,,,
Αβραμίδης,Αλέξανδρος,Χρήστου,,,,
Αγγελούσης,Άγγελος,Χρήστου,,,,
Αγοράστης,Βασίλειος,Αθανασίου,,,,
Αλεξανδρής,Ευστάθιος,(Στάθης),Βασιλείου,,,
Αλεξίου,Θωμάς,Ευαγγέλου,,,,
Αμανατίδης,Κωνσταντίνος,Περικλή,,,,
Αναστασάκης,Νίκος,Παύλου,,,,
Αναστασάκος,Σεραφείμ,Χρήστου,,,,
Αντωνακούδης,Γεώργιος,Δημητρίου,,,,
Ασλάνης,Κωνσταντίνος,Ανδρέα,,,,
Ατματζίδης,Χαράλαμπος,Παναγιώτη,,,,
Βαγιάτης,Ιωάννης,Αθανασίου,,,,
Βάθης,Μιχαήλ,Δημητρίου,,,,
Βαλταδώρος,Άγγελος,Δημητρίου,,,,
Βαρκάρης,Γεώργιος,Ζωρζή,,,,
Βλαχοθανάσης,Αγγελής,Δημητρίου,,,,
Βολουδάκης,Γεώργιος,Ιωσήφ,,,,
Βουδούρης,Δημήτριος,Παναγιώτη,,,,
Βουρδουμπάς,Γεώργιος,Δημητρίου,,,,
Βραδέλης,Δημήτριος,Στεργίου,,,,
Βρεττάκος,Δημήτριος,Λεωνίδα,,,,
Γάτσος,Θεόφιλος,Δημητρίου,,,,
Γκουγκουρέλας,Κωνσταντίνος,Χρήστου,,,,
Δαβιδόπουλος,Γεώργιος,Πολύκαρπου,,,,
Δερβέναγας,Αθανάσιος,Αντωνίου,,,,
Διαμαντίδης,Δημήτριος,Ιωάννη,,,,
Ζερβός,Κλεάνθης,Ιωάννη,,,,
Ζίγδης,Ιωάννης,Γεωργίου,,,,
Θεοχαρίδης,Δημοσθένης,Μιχαήλ,,,,
Ιντζές,Βασίλειος,Χαραλάμπους,,,,
Κακλαμανάκη-Ρήγου,Σταυρούλα,συζ.Γεωργίου,,(Ρούλα),,
Καλογήρου,Γεώργιος,Κλεάρχου,,,,
Καλτεζιώτης,Νικόλαος,Κωνσταντίνου,,,,
Καναβάκης,Κωνσταντίνος,Μύρωνα,,,,
Καπουράλος,Γεώργιος,Διονυσίου,,,,
Καρατζάς,Χάρης,Θεοφάνη,,,,
Καρράς,Αναστάσιος,Γεωργίου,,,,
Κατηνιώτης,Σπυρίδων-Γεώργιος ,Σταύρου,,,,
Κατριβάνος,Ηλίας,Χρήστου,,,,
Κατσάρος,Παναγιώτης,Βάιου,,,,
Κεχαγιόγλου,Στέφανος,Ελευθερίου,,,,
Κιοσκλής,Ελευθέριος,Κίμωνα,,,,
Κολιούσης,Αχιλλεύς,Ιωάννη,,,,
Κοντοπόδης,Κωνσταντίνος,Εμμανουήλ,,,,
Κορωναίος,Ιωάννης,Παναγιώτη,,,,
Κουλουμπής,Ευάγγελος,Αθανασίου,,,,
Κούτρας,Παναγιώτης,Δημητρίου,,,,
Κούτσικας,Φοίβος,Δημητρίου,,,,
Κουτσογιάννης,Ιωάννης,Ασημάκη,,,,
Κουτσόγιωργας,Αγαμέμνων,Ιωάννη,,,,
Κουτσομπίνας,Θωμάς,Θεοδώρου,,,,
Κυπριωτάκη,-,Περράκη,Μαρία,Γεωργίου,,
Κωστάκης,Νικόλαος,Θεοδώρου,,,,
Λαμπράκη,Ειρήνη,Ανδρέα,,,,
Λιαροκάπης,Αλέξανδρος,Δημητρίου,,,,
Λιβανός,Διονύσιος,Σπυρίδωνος,,,,
Λούλης,Θεμιστοκλής,Αλκιβιάδη,,,,
Μαλεβίτης,Ηλίας,Ιωάννη,,,,
Μανουσάκης,Διάκος,Μανούσου,,,,
Μαρινίδης,Σταύρος,Ιωάννη,,,,
Μαρκέτος,Σπυρίδων,Γερασίμου,,,,
Μαρκόπουλος,Χρήστος,Αντωνίου,,,,
Μαρούδας,Δημήτριος,Ιωάννη,,,,
Μαυροδόγλου,Διαμαντής,Ζαφειρίου,,,,
Μαύρος,Γεώργιος,Ιωάννη,,,,
Μερκούρη,Αμαλία-Μαρία,-,Μαρία,(Μελίνα),Σταματίου,
Μουφτήογλου,Μεχμέτ,Μουσταφά,,,,
Μπάλκος,Αναστάσιος,Μιλτιάδη,,,,
Μπασαγιάννης,Χρήστος,Αριστείδη,,,,
Μπάτσος,Αθανάσιος,Ιωάννη,,,,
Μπενάκη-Ψαρούδα,Άννα,Ευαγγέλου,,,,
Μπλέτσας,Στυλιανός,Κωνσταντίνου,,,,
Μπουλάκης,Λάζαρος,Δημητρίου,,,,
Μπουλούκος,Διονύσιος,Γεωργίου,,,,
Νάσης,Κωνσταντίνος,Χρήστου,,,,
Νάτσινας,Μάρκος,Ιωάννη,,,,
Νιάνιας,Δημήτριος,Γεωργίου,,,,
Ντεγιάννης,Ιωάννης,Αθανασίου,,,,
Ξανθόπουλος,Αθανάσιος,Δημητρίου,,,,
Παγορόπουλος,Δημήτριος,Ιωάννη,,,,
Πάλλας,Δημήτριος,Δημητρίου,,,,
Πανουργιάς,Πανουργιάς,Στυλιανού,,,,
Παπαγεωργόπουλος,Παναγιώτης,(Τάκης),Κωνσταντίνου,,,
Παπαγιάννης,Βασίλειος,Ξενοφώντος,,,,
Παπαδημητρίου,Γεώργιος,Δημητρίου,,,,
Παπαδημητρίου,Δήμος,Λώλου,,,,
Παπαδονικολάκης,Ιωάννης,Μανούσου,,,,
Παπαδόπουλος,Αναστάσιος,Χρήστου,,,,
Παπαδόπουλος,Δημοσθένης,Θωμά,,,,
Παπαδόπουλος,Ιωάννης,Αλεξάνδρου,,,,
Παπαληγούρας,Αναστάσιος-Πέτρος ,Παναγιώτη,,,,
Παπαρρηγόπουλος,Κωνσταντίνος,Ιωάννη,,,,
Παππάς,Γεώργιος,Δημητρίου,,,,
Πεντάρης,Ευάγγελος,Σταμάτη,,,,
Περάκης,Γεώργιος,Νικολάου,,,,
Πεσμαζόγλου,Ιωάννης,Στεφάνου,,,,
Πετούρης,Κωνσταντίνος,Ιωάννη,,,,
Πετρίδης,Ιωάννης,Θεοδώρου,,,,
Πέτσος,Γεώργιος,Ευαγγέλου,,,,
Πιτσιώρης,Δημήτριος,Γεωργίου,,,,
Πρίντζος,Κωνσταντίνος,Δημητρίου,,,,
Πρωτοπαπάς,Χαράλαμπος,Θεοδώρου,,,,
Ράλλης,Σπυρίδων,Ιωάννη,,,,
Σαλαμαλίκης,Παναγιώτης,Αποστόλου,,,,
Σαπουντζής,Δημήτριος-Ταξιάρχης,Παναγιώτη,,,,
Σαρλής,Παύλος,Θεοδώρου,,,,
Σαχίνης,Δημήτριος,Διογένη,,,,
Σερπάνος,Γεώργιος,Αριστείδη,,,,
Σταματόπουλος,Χαράλαμπος,Ηλία,,,,
Στεφανίδης,Παύλος,Λαζάρου,,,,
Στρατήγης,Ευστράτιος,(Στράτης),Ευαγγέλου,,,
Σφενδόνης,Ιωάννης,Νικολάου,,,,
Ταλιαδούρος,Αθανάσιος,Σπυρίδωνος,,,,
Τρίτσης,Αντώνιος,Σάββα,,,,
Τσαλουχίδης,Ιωάννης,Νικολάου,,,,
Τσαπάρας,Στέφανος,Παντελή,,,,
Τσιγαρίδας,Κωνσταντίνος,Γεωργίου,,,,
Τσιουπλάκης,Κωνσταντίνος,Ελευθερίου,,,,
Φιλιππίδης,Αργύριος,Φιλίππου,,,,
Φωτίου,Χρήστος,Αναστασίου,,,,
Χατζηδημητρίου,Δημήτριος,Θωμά,,,,
Χιωτάκης,Γεώργιος,Λογοθέτη,,,,
Χονδροκούκης,Δημήτριος,Νικολάου,,,,
Χούλης,Νικόλαος,Γεωργίου,,,,
Ψαρουδάκης,Νικόλαος,Σταύρου,,,,
Χριστοφορίδου,Κυριακούλα,(Λίλα),Παύλου,,,
Κανελλόπουλος,Παναγιώτης,Κανέλλου,,,,
Παπακωνσταντίνου,Κωνσταντίνος,Ευσταθίου,,,,
Θεοτόκης,Σπυρίδων,Ιωάννη,,,,
Κοκκέβης,Ανδρέας,Αριστομένη,,,,
Πλυτάς,Γεώργιος,Αμβροσίου,,,,
Φλέμιγκ-Κουτσούρη,Αμαλία,Αλεξάνδρου,,,,
Κουτσοχέρας,Ιωάννης,Παναγιώτη,,,,
Σακελλαριάδου-Υψηλάντη,Αιμιλία,Κωνσταντίνου,,,,
Αμπατιέλος,Αντώνιος,Γεράσιμου,,,,
Παπαϊωάννου,Νικόλαος,Ιωάννη,,,,
Σταμάτης,Γεώργιος,Δημητρίου,,,,
Χούτας,Θωμάς,Στυλιανού,,,,
Βασιλείου,Σπήλιος,Ανδρέα,,,,
Γκολφινόπουλος,Αθανάσιος,Επαμεινώνδα,,,,
Ταταρίδης,Σταύρος,Δημητρίου,,,,
Κλής,Παναγιώτης,Θεοδώρου,,,,
Βογιατζής,Γεώργιος,Περικλή,,,,
Σπεντζάρη,Ευφροσύνη,Νικολάου,,,,
Σεραφειμίδης,Σταύρος,Κωνσταντίνου,,,,
Καλαϊτζάκης,Ευάγγελος,Εμμανουήλ,,,,
Καζάζης,Ανδρέας,Αλεξάνδρου,,,,
Μούτσιος,Γεώργιος,Αθανασίου,,,,
Μποκοβός,Παναγιώτης,Παρασκευά,,,,
Χατζηπέτρου,Ανάργυρος,Εμμανουήλ,,,,
Ερμείδης,Χάρης,Παναγιώτη,,,,
Αβέρωφ-Τοσίτσας ,Ευάγγελος,Αναστασίου,,,,
Χατζοπλάκης,Ηλίας,Σωκράτη,,,,
Αλλαμανής,Στυλιανός,Αχιλλέα,,,,
Παπαευθυμίου,Γεώργιος,Βασιλείου,,,,
Παπαδόπουλος,Χαράλαμπος,Κωνσταντίνου,,,,
Παπαγεωργίου,Κωνσταντίνος,Γεωργίου,,,,
Κοπελούζος,Δημήτριος,Χρήστου,,,,
Δαβάκης,Δημήτριος,Δικαίου,,,,
Λουλές,Κωνσταντίνος,Δημητρίου,,,,
Σεργάκης,Ιωάννης,Μιχαήλ,,,,
Βασάλος-Βασάλιος,Κωνσταντίνος,Νικολάου,,,,
Μαλλιάκας,Γεώργιος,Νικολάου,,,,
Ροδίου,Γεώργιος,Στυλιανού,,,,
Γεωργακάκης,Χαράλαμπος,Στυλιανού,,,,
Μεμέτογλου,Γιασάρ,Μεμέτ,,,,
Σοφούλης,Θεμιστοκλής,Παναγιώτη,,,,
Ανθόπουλος,Ευστάθιος,Ιωάννη,,,,
Αλεξιάδης,Κωνσταντίνος,Σπυρίδωνα,,,,
Μάντζαρης,Δημήτριος,Αλεξάνδρου,,,,
Μανίκας,Γεώργιος,Σωτηρίου,,,,
Καραγεωργίου,Χρήστος,Νικολάου,,,,
Μπακογιάννης,Κωνσταντίνος,Ανάργυρου,,,,
Ευαγγελινός,Βασίλειος,Χρήστου,,,,
Λάσκαρης,Κωνσταντίνος,Γεωργίου,,,,
Ακρίτα,Σύλβα-,-,Καίτη,Χα,Λουκή,
Κυπριωτάκη-Περράκη,Μαρία,Γεωργίου,,,,
Κοντογεώργης,Παναγιώτης,Αθανασίου,,,,
Καρβελάς,Διονύσιος,Νικολάου,,,,
Δοξιάδης,Σπύρος,Αποστόλου,,,,
Μαντζουλίνου,Αλεξάνδρα,συζ.Διονυσίου,,,,
Πλασκοβίτης,Σπυρίδων,Ηλία,,,,
Πελοποννήσιος,Ξενοφών,Βασιλείου,,,,
Βαλαλάς,Δημήτριος,Θωμά,,,,
Αποστολάτος,Γεράσιμος,Κωνσταντίνου,,,,
Νικολάου,Κωνσταντίνος,(Κώστας),Βασιλείου,,,
Καλλέργης,Λυκούργος,Σταύρου,,,,
Ηλιού,Ηλίας,Φιλίππου,,,,
Φικιώρης,Ιωάννης,Βασιλείου,,,,
Γιαννοπούλου,Κωνσταντίνα,συζ.Ευαγγέλου,,,,
Δεβλέτογλου,Ευάγγελος,Αθανασίου,,,,
Κατσαφάδος,Ιωάννης,Νικολάου,,,,
Μαρκοζάνης,Σπυρίδων,Εμμανουήλ,,,,
Αλιπράντης,Δημήτριος,Νικήτα,,,,
Κασιμάτης,Γρηγόριος,Λαμπρινού,,,,
Μπίρης,Σταύρος,Ιωάννη,,,,
Χρηματόπουλος,Φώτιος,Δημητρίου,,,,
Παπαπολίτης,Νικόλαος,Ιωάννη,,,,
Κεπέσης,Νίκανδρος,Μηνά,,,,
Περδικούρης,Άγγελος,Κυριάκου,,,,
Κάκαρης,Χρήστος,Αντωνίου,,,,
Μιχαήλ,Λάζαρος,Παναγιώτη,,,,
Μπότσαρης,Δήμος,Μάρκου,,,,
Στράτος,Χριστόφορος,Σταμούλη,,,,
Καραϊσκάκης,Δημήτριος,Ανδρέα,,,,
Χούτας,Στυλιανός,Θωμά,,,,
Κοντοβράκης,Ιωάννης,Παναγιώτη,,,,
Παπαϊωάννου,Δημήτριος,Χρήστου,,,,
Μηναίος,Ιωάννης,Γεωργίου,,,,
Παπαηλιού,Ηλίας,Γεωργίου,,,,
Άρχος,Δημήτριος,Αθανασίου,,,,
Βγενόπουλος,Νικόλαος,Ευγένιου,,,,
Πατρώνης,Νικόλαος,Γεωργίου,,,,
Φωτήλας,Ασημάκης,Αριστοτέλη,,,,
Παπασπύρου,Δημήτριος,Γεωργίου,,,,
Τουρίκης,Παναγιώτης,Κωνσταντίνου,,,,
Κτιστάκης,Νικόλαος,Ιωάννη,,,,
Μακρής,Μιχαήλ,Ιωάννη,,,,
Γρίβας,Δημήτριος,Θεολόγου,,,,
Ταχυρίδης,Αθανάσιος,Λεωνίδα,,,,
Κανονάρχος,Ευάγγελος,Παναγιώτη,,,,
Γεωργιάδης,Αντώνιος,Ιωάννη,,,,
Καρυπίδης,Χαράλαμπος,Ιωάννη,,,,
Καλλίας,Κωνσταντίνος,Μιχαήλ,,,,
Κακαράς,Μιχαήλ,Αντωνίου,,,,
Πνευματικός,Άγγελος,Σπυρίδωνα,,,,
Καραπιπέρης,Χρυσόστομος,Πέτρου,,,,
Μάργαρης,Ιωάννης,Νικολάου,,,,
Μπουντουβής,Αχιλλέας,Βασιλείου,,,,
Γόντικας,Κωνσταντίνος,Δημητρίου,,,,
Πιπιλής,Χρήστος,Μενελάου,,,,
Βλαχόπουλος,Δημήτριος,Κωνσταντίνου,,,,
Ιακωβίδης,Αρχέλαος,Γεωργίου,,,,
Ξυλούρης,Μενέλαος,Ιωάννη,,,,
Πιτούλης,Φώτιος,Θωμά,,,,
Κατσαούνης,Αριστείδης,Αθανασίου,,,,
Μπακατσέλος,Γεώργιος,Δημητρίου,,,,
Ματθαιουδάκης,Γεώργιος,Ιωάννη,,,,
Ζαρντινίδης,Νικόλαος,Βασιλείου,,,,
Βαρδάκας,Μιχαήλ,Ιωάννη,,,,
Πανούρης,Παναγιώτης,Σταύρου,,,,
Ιωάννου,Χρήστος,Νικολάου,,,,
Μάρτης,Νικόλαος,Κωνσταντίνου,,,,
Αντωνιάδης,Μάρκος,Γεωργίου,,,,
Καλογιάννης,Κωνσταντίνος,Γρηγορίου,,,,
Μπάλλας,Θεμιστοκλής,Μάρκου,,,,
Παπαλαζάρου,Ζήσης,Σταματίου,,,,
Καλούδης,Δημήτριος,Σπυρίδωνος,,,,
Φακιολάς,Στέφανος,Ιωάννη,,,,
Μεσσάρης,Χαράλαμπος,Ευαγγέλου,,,,
Γεράκης,Παναγής,Κωνσταντίνου,,,,
Παπαδόπουλος,Γεώργιος,Βασιλείου,,,,
Αθανασιάδης,Σταύρος,Αθανασίου,,,,
Βύζας,Θεμιστοκλής,Βασιλείου,,,,
Παπαληγούρας,Παναγιώτης,Αναστασίου,,,,
Ρέντης,Θεοχάρης,Κωνσταντίνου,,,,
Πρωτοπαπαδάκης,Μιχαήλ,Αριστείδη,,,,
Μπάιλας,Εμμανουήλ,Ιωάννη,,,,
Βάλβης-Καστίπης,Πέτρος,Γεωργίου,,,,
Ανερούσης,Ευάγγελος,Αχιλλέα,,,,
Παναρίτης,Βασίλειος,Κωνσταντίνου,,,,
Μηνακάκης,Σταύρος,Δημητρίου,,,,
Γραμματίδης,Χρήστος,Ιωάννη,(Τάκης),,,
Κυριακού,Ελευθέριος,Κίμωνα,,,,
Καρδάρας,Δημήτριος,Ιωάννη,,,,
Κοθρής,Εμμανουήλ,Μιχαήλ,,,,
Παπαευστρατίου,Ευστράτιος,Κωνσταντίνου,,,,
Αντωνόπουλος,Ιωάννης,Γεωργίου,,,,
Μπρισίμης,Νικόλαος,Αναστασίου,,,,
Διακόπουλος,Γεώργιος,Δημητρίου,,,,
Οικονομόπουλος,Κωνσταντίνος,Ιωάννη,,,,
Ζεϊμπέκ,Τζελάλ,Χουσείν,,,,
Γκίλλας,Αρίσταρχος,Χρήστου,,,,
Προκοπίδης,Ιωάννης,Νικολάου,,,,
Δεληγιάννης,Δημοσθένης,Νικολάου,,,,
Δημόπουλος,Ιωάννης,Κωνσταντίνου,,,,
Σουσουρογιάννης,Ευάγγελος,Αθανασίου,,,,
Ελευθεριάδης,Ελευθέριος,Ευσταθίου,,,,
Παπαχρήστος,Καλλίμαχος,Ευαγγέλου,,,,
Βαρδινογιάννης,Παύλος,Ιωάννη,,,,
Παπαντωνίου,Αντώνιος,Βασιλείου,,,,
Ιμάμογλου,Χασάν,Αχμέτ,,,,
Σπύρου,Ιωάννης,Ξενοφώντος,,,,
Κράτσας,Ζαχαρίας,Γεωργίου,,,,
Κοσιτζίδης,Γεώργιος,Θεοδώρου,,,,
Χρίστογλου,Ιωάννης,Γεωργίου,,,,
Γιαννούσης,Κλεόβουλος,Βασιλείου,,,,
Ευαγγελίου,Δημήτριος,Κωνσταντίνου,,,,
Γαλλής,Λεωνίδας,Δημοσθένη,,,,
Τσιριμώκου-Πιμπλή,Ιουλία,Ηλία, ,,,
Τριανταφύλλου,Κωνσταντίνος,Ηλία,,,,
Ανδρεάδης,Γεώργιος,Ανδρέα,,,,
Μαυρίδης,Κωνσταντίνος,Κυριάκου,,,,
Γκελεστάθης,Αθανάσιος,Αναστασίου,,,,
Χλωρός,Δημήτριος,Γεωργίου,,,,
Στάμος,Δημήτριος,Στάμου,,,,
Μπουρνιάς,Λεωνίδας,Αντωνίου,,,,
Δαλακούρας,Γεώργιος,Δημητρίου,,,,
Φύσσας,Χρήστος,Ιωάννη,,,,
Τσουκαντάς,Αθανάσιος,Γεωργίου,,,,
Αλαβάνος,Κωνσταντίνος,Νικολάου,,,,
Αποστολάκος,Χρήστος,Ιωάννη,,,,
Σόδης,Ιωάννης,Μιχαήλ,,,,
Παπακωνσταντίνου,Γεώργιος,Κωνσταντίνου,,,,
